"name","url","cover","rate","category","language","showtime","length","othername","id","label"
"与狼共舞","http://movie.douban.com/subject/1293764/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p499158228.jpg","8.9","剧情;西部;冒险","英语;苏语;波尼族语","1990.0","236.0","","cb2fe17fd9f4137db21ab9a8b11ca4c4","Movie"
"乌云背后的幸福线","http://movie.douban.com/subject/3094909/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1755867083.jpg","7.7","剧情;喜剧;爱情;家庭","英语","2012.0","122.0","失恋自作业(港);派特的幸福剧本(台);每朵乌云背后都有阳光;一线希望;闪开，让我拥抱幸福","e8adaec0f016afb7e645274efec39ed2","Movie"
"孤胆特工","http://movie.douban.com/subject/4249355/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1187020899.jpg","8.0","剧情;动作;惊悚;犯罪","朝鲜语","2011.0","119.0","杀手代父(港);大叔(台);叔叔;The Man From Nowhere;这个大叔不太冷(豆友译名)","7ed63c84ea52e9c03769f1d550e9a0c0","Movie"
"精英部队2：大敌当前","http://movie.douban.com/subject/4304402/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p858211193.jpg","8.7","剧情;动作;惊悚;犯罪","葡萄牙语","2011.0","115.0","The Enemy Within","d7abba7d5e30c70cad6a05a71193dcb2","Movie"
"红猪","http://movie.douban.com/subject/1291838/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1910906848.jpg","8.3","爱情;动画;奇幻;冒险","日语","1992.0","94.0","飞天红猪侠;Porco Rosso","6cd947081f7c44a0aaee6f0e46a04730","Movie"
"天书奇谭","http://movie.douban.com/subject/1428581/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p842504080.jpg","8.9","动画","汉语普通话","1983.0","89.0","The Legend of Sealed Book","23eaa6baf3a9539e61b468c80885bb7a","Movie"
"笑傲江湖2：东方不败","http://movie.douban.com/subject/1294417/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p838966341.jpg","8.2","动作;武侠;古装","粤语","1992.0","107.0","笑傲江湖之东方不败;Swordsman 2","eddd5bab0183c0503f2f256c7824b1cd","Movie"
"红高粱","http://movie.douban.com/subject/1306505/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2201469903.jpg","8.1","剧情;战争","汉语普通话;日语","1987.0","91.0","Red Sorghum;Sorgo rojo","327fc13d11a8db5b378913bdb7a0f4e0","Movie"
"冰川时代3","http://movie.douban.com/subject/2357162/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2213132432.jpg","8.3","喜剧;动画;冒险","英语","2009.0","94.0","冰河世纪3：大威龙驾到;冰河时代3：恐龙的黎明;冰原历险记3;Ice Age 3","e046ee241c16923826bc03c5fb19a336","Movie"
"激战","http://movie.douban.com/subject/20388223/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2052557343.jpg","7.8","剧情;动作;运动","粤语;汉语普通话","2013.0","121.0","激战：勇者不败(台);激战MMA;Unbeatable","a9bc48bd5de19a4eb61ffc06ae5f9d33","Movie"
"热血警探","http://movie.douban.com/subject/1806555/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p449619623.jpg","8.3","喜剧;动作","英语","2007.0","121.0","终棘警探;热血条子;硬派雷子;硬派条子;Blue Fury;Bubblin' Fizz;Dead Right;Feelin' Fuzzier;Raging Fuzz","97568556496c6ab4c6f38b53ded92e10","Movie"
"闪灵","http://movie.douban.com/subject/1292225/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2026663886.jpg","7.9","剧情;悬疑;恐怖","英语","1980.0","119.0","鬼店(台);幻觉;幽光","f88df3f96cd36377ca6980626828a5e3","Movie"
"独自等待","http://movie.douban.com/subject/1308741/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p486667524.jpg","8.0","剧情;喜剧;爱情","汉语普通话","2005.0","107.0","Waiting Alone","9cd688ad9c74be93a25053624cfd8f60","Movie"
"爱","http://movie.douban.com/subject/4798707/","http://img3.douban.com/lpic/s24930545.jpg","8.5","剧情;爱情","英语;法语","2012.0","127.0","爱‧慕(台);他们俩;These Two;Love","4263eddee3c3edee1d637aac884dcca8","Movie"
"钢铁侠3","http://movie.douban.com/subject/3231742/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1955027201.jpg","7.5","动作;科幻","英语;汉语普通话","2013.0","134.0","铁甲奇侠3(港);钢铁人3(台);铁人3","c012c91c72d3cb063374d74b58583c9b","Movie"
"李米的猜想","http://movie.douban.com/subject/3230459/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p499462449.jpg","7.7","剧情;爱情;犯罪","汉语普通话","2008.0","96.0","爱失偿;The Equation of Love and Death","94317f92d7e3484a1b541722d253efdf","Movie"
"回到未来","http://movie.douban.com/subject/1300555/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p475872903.jpg","8.4","喜剧;科幻;冒险","英语","1985.0","116.0","回到未来第一集","3c98281267977ea20adc847cd9093668","Movie"
"推手","http://movie.douban.com/subject/1306939/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1814163048.jpg","8.3","剧情;家庭","汉语普通话;英语;粤语","1991.0","105.0","Pushing Hands","ca4b14d3bab25091492c3099f38f8c40","Movie"
"卧虎藏龙","http://movie.douban.com/subject/1301168/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1507810991.jpg","7.7","剧情;动作;爱情;武侠;古装","汉语普通话","2000.0","120.0","Crouching Tiger, Hidden Dragon","16b9d68c832c74d4f05b585cea969145","Movie"
"月升王国","http://movie.douban.com/subject/5360889/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1791964116.jpg","8.2","剧情;爱情;儿童","英语","2012.0","94.0","小学鸡私奔记(港);月亮王国;月亮升起的王国","468dcb7da40f8fc02dab19541fec9a8f","Movie"
"费城故事","http://movie.douban.com/subject/1293145/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p750348993.jpg","8.6","剧情;同性","英语","1993.0","125.0","费城","bf742b292c92f3e1218ca13c54620631","Movie"
"哈利·波特与火焰杯","http://movie.douban.com/subject/1309055/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p735391084.jpg","7.9","奇幻;冒险","英语;法语","2005.0","157.0","哈利波特4：火杯的考验(港;台);哈4","09555872726164d96f554d59d0adaa8e","Movie"
"内布拉斯加","http://movie.douban.com/subject/6538833/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2158863675.jpg","8.6","剧情;家庭","英语","2013.0","115.0","百万奖金梦(港)","95eea5634641dc245cdb5a7334c62608","Movie"
"麦兜当当伴我心","http://movie.douban.com/subject/10772258/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1607672765.jpg","8.4","喜剧;动画","汉语普通话;粤语","2012.0","80.0","腰花伴菜芯;麦兜故事5;The Pork of Music","fb39765491f9821300085c1a4696e4ee","Movie"
"食神","http://movie.douban.com/subject/1293351/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2208185679.jpg","7.7","喜剧;动作","粤语","1996.0","88.0","The God of Cookery","4386575a64c461abba93d7fc1962f99c","Movie"
"你丫闭嘴！","http://movie.douban.com/subject/1303815/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2173579470.jpg","8.0","喜剧;犯罪","法语","2003.0","85.0","请你闭嘴;闭嘴;Shut Up!;Ruby & Quentin!","f3f94c00cf6a6616ec9f59d37dbc935a","Movie"
"狙击电话亭","http://movie.douban.com/subject/1303246/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1074189166.jpg","7.9","悬疑;惊悚","英语;斯瓦希里语","2002.0","81.0","来电险事;绝命铃声;电话亭","724dcc2ed0d8eebab200ccae1e7d6737","Movie"
"赎罪","http://movie.douban.com/subject/1950148/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p867246302.jpg","8.0","剧情;爱情;悬疑;战争","英语;法语","2007.0","123.0","爱．诱．罪","a7b026083b9ec086ba4365258935e15a","Movie"
"单身男子","http://movie.douban.com/subject/3275168/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1749612091.jpg","8.4","剧情;同性","英语;西班牙语","2009.0","99.0","单身男人(港);挚爱无尽(台);单身汉;一个人","f764e08b9d8d5995f74ab2f40685959d","Movie"
"大红灯笼高高挂","http://movie.douban.com/subject/1293323/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1254404823.jpg","8.2","剧情","汉语普通话","1991.0","125.0","Raise The Red Lantern;Épouses et concubines","de9a60b970b148a26f1ec0cee5f7cd8a","Movie"
"超时空接触","http://movie.douban.com/subject/1295647/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p453499268.jpg","8.3","剧情;科幻","英语;西班牙语;德语","1997.0","150.0","接触;接触未来","6c21b9daa6ba9ebb1dabbc39ea9cca85","Movie"
"和声","http://movie.douban.com/subject/4861627/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p543621113.jpg","8.6","剧情","韩语","2010.0","115.0","美丽的声音(台);巨声妈妈;合唱团;Harmony","052700818f1efdc8fe7aa2dbd7d14953","Movie"
"空中监狱","http://movie.douban.com/subject/1300618/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1185211399.jpg","8.1","动作;惊悚;犯罪","英语","1997.0","115.0","惊天动地;空中囚犯;罪犯的空中之旅","49c69c9a160bee22b006e44f85301207","Movie"
"人在囧途","http://movie.douban.com/subject/4237879/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p500548437.jpg","7.4","喜剧","汉语普通话","2010.0","91.0","Lost on Journey","6595e0fc6c3908d0880813bc5d3cd391","Movie"
"蓝色茉莉","http://movie.douban.com/subject/10576419/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1978807112.jpg","7.8","剧情;家庭","英语","2013.0","98.0","蓝色茱莉(台);情迷蓝茉莉(港);蓝茉莉","0b22d172dc1481e7460e3e06bf2d592a","Movie"
"冰川时代2：融冰之灾","http://movie.douban.com/subject/1437342/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2204578670.jpg","8.0","喜剧;动画;冒险","英语","2006.0","91.0","冰川时代2;冰河世纪2：消融;冰原历险记2;Ice Age 2","a11e3d5304564aa964f6cccdbb9c652a","Movie"
"史密斯夫妇","http://movie.douban.com/subject/1309199/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1677402144.jpg","7.5","喜剧;动作;爱情","英语;西班牙语","2005.0","120.0","史密斯行动;史密夫决战史密妻(港);史密斯任务(台);史密夫对史密妻;史密斯交锋;床中谍(豆友译名)","3f18c942a08d9d982d78a88844637e26","Movie"
"王牌对王牌","http://movie.douban.com/subject/1293434/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1971419890.jpg","8.4","剧情;动作;悬疑;惊悚;犯罪","英语","1998.0","140.0","冇数讲;谈判专家","0724d4bbc5527aad84aa7a9f33c8f8a8","Movie"
"追风筝的人","http://movie.douban.com/subject/1937502/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p956325412.jpg","8.2","剧情","英语;达里语;普什图语;乌尔都语;俄语","2007.0","128.0","追风筝的孩子","cc867c573ecf7973c8fede0f7dda7214","Movie"
"西游降魔篇","http://movie.douban.com/subject/5308265/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1856385532.jpg","7.1","喜剧;奇幻;冒险","汉语普通话;粤语","2013.0","110.0","Conquering the Demons;Odyssey","c37cd30e91f13b1a342f7179b392982d","Movie"
"后窗","http://movie.douban.com/subject/1299080/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p998913501.jpg","8.4","悬疑;惊悚","英语","1954.0","112.0","Alfred Hitchcock's Rear Window;Fenêtre sur cour","ec187519cba615d0c010d25f9f6cfdeb","Movie"
"南极料理人","http://movie.douban.com/subject/3399559/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p575432919.jpg","8.1","喜剧","日语","2009.0","125.0","The Chef of South Polar;Nankyoku ryorinin","7fe0bd74419d0bbf9e60db47e6214d1c","Movie"
"非常主播","http://movie.douban.com/subject/3550132/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p552321036.jpg","7.9","剧情;喜剧;音乐","韩语","2009.0","108.0","超速绯闻;极速绯闻;过速绯闻;Scandal Maker","deb5079422c1bca64246abbcfe58e0ca","Movie"
"美国X档案","http://movie.douban.com/subject/1293527/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p792437057.jpg","8.5","剧情;犯罪","英语","1998.0","119.0","野兽良民;美国历史档案;美国X历史","5af286bfb98bd638c14700045d0cad83","Movie"
"老无所依","http://movie.douban.com/subject/1857099/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1602287352.jpg","7.9","剧情;惊悚;犯罪","英语;西班牙语","2007.0","122.0","2百万夺命奇案(港);险路勿近(台);二百万夺奇案","58e46a09dde9b1dc49dd722438eebd19","Movie"
"四百击","http://movie.douban.com/subject/1300056/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2191743027.jpg","8.7","剧情;犯罪","法语;英语","1959.0","99.0","四百下;胡作非为;The 400 Blows","9e1af144d6d2b4a0b152d142630a42bd","Movie"
"魔术师","http://movie.douban.com/subject/1921583/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p791086335.jpg","8.7","剧情;动画","英语;法语;盖尔语","2010.0","80.0","幻术家;幻术师;魔法玩家;魔幻师;The Illusionist","4ec5fa305de254f712406486efc1b06b","Movie"
"我脑中的橡皮擦","http://movie.douban.com/subject/1308804/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p465680286.jpg","7.8","剧情;爱情","韩语","2004.0","117.0","我脑海中的橡皮擦;拥抱这分钟(港);Eraser in my head;A moment to remember;Nae meorisokui jiwoogae","37f532708207e89d8e4b412282a74896","Movie"
"岁月的童话","http://movie.douban.com/subject/1291588/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p453886709.jpg","8.5","剧情;爱情;动画","德语;日语;匈牙利语","1991.0","118.0","回忆点点滴滴;儿时的点点滴滴;Omohide poro poro;Only Yesterday","ca1812bef70d0a4a521f2d60cd2399e7","Movie"
"无人知晓","http://movie.douban.com/subject/1292337/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1063451381.jpg","8.9","剧情","日语","2004.0","141.0","谁知赤子心;无人知晓的夏日清晨;Nobody Knows;Dare mo shiranai","c1508c735560abc0e6005d930e6bd71c","Movie"
"当哈利遇到莎莉","http://movie.douban.com/subject/1291842/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2172960925.jpg","8.2","剧情;喜剧;爱情","英语","1989.0","89.0","90男欢女爱;当哈利遇到萨莉;当哈利碰上莎莉;当哈里遇上莎丽;当哈里遇见萨莉;Harry, This Is Sally","b966cf383bc8a9da1aa9127030340440","Movie"
"天生一对","http://movie.douban.com/subject/1297102/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1933809793.jpg","8.3","剧情;喜剧;爱情;家庭;儿童","英语;法语","1998.0","127.0","亲亲两颗心;双喜临门","e267ea2192fb3a8ba6a4e5dc2d8a112d","Movie"
"洞","http://movie.douban.com/subject/1424334/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1184780820.jpg","9.2","剧情;惊悚;犯罪","法语","1960.0","132.0","地洞;The Hole","d672b4af75fda89ce2e130d9ce869f84","Movie"
"艺术家","http://movie.douban.com/subject/6097775/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1341284796.jpg","8.4","剧情;喜剧;爱情","英语;法语","2012.0","100.0","大艺术家(台);星光梦里人(港)","3087893171ce9da2e55e62604c215dd0","Movie"
"买凶拍人","http://movie.douban.com/subject/1300616/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1361412292.jpg","8.3","喜剧;动作;犯罪","粤语;法语;日语","2001.0","94.0","You Shoot, I Shoot","cfdcc644df42f0a06a9f096aba56e194","Movie"
"盲山","http://movie.douban.com/subject/2063528/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p524941991.jpg","8.1","剧情","四川话;陕西话","2007.0","95.0","回家路;Blind Mountain","aeb09ebb8e4a9ae458e019fa9d588ed9","Movie"
"凯尔经的秘密","http://movie.douban.com/subject/3212221/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1088520038.jpg","8.4","剧情;动画;奇幻","英语","2009.0","75.0","凯尔斯的秘密;凯尔斯修道院的秘密;布兰登和凯尔斯福音书;布伦达和凯尔圣书的秘密;Brendan and the Secret of Kells","05e85189761782e351d67889932d7896","Movie"
"宿醉","http://movie.douban.com/subject/3233761/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p455238724.jpg","7.7","喜剧","英语","2009.0","100.0","醉后大丈夫(台);醉爆伴郎团(港);醉醒时分","1d935a6d140ce5c04dff44fa291eebd7","Movie"
"蓝白红三部曲之红","http://movie.douban.com/subject/1292047/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2173726043.jpg","8.7","剧情;爱情","法语","1994.0","99.0","Red","0acf3c4eec8952c86548f38d48ed5231","Movie"
"布达佩斯之恋","http://movie.douban.com/subject/1301106/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p467734271.jpg","8.6","剧情;爱情","德语;英语;匈牙利语","1999.0","113.0","忧郁的星期天;忧郁星期天;狂琴难了;黑色星期天;Gloomy Sunday","d912283b9f9fd049d6cc28b464deea6b","Movie"
"不能说的秘密","http://movie.douban.com/subject/2124724/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p917037900.jpg","7.4","剧情;爱情;音乐;奇幻","汉语普通话;英语","2007.0","101.0","Secret","c89df95cd3ee3fe27cfa31edec331903","Movie"
"风雨哈佛路","http://movie.douban.com/subject/1433990/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2184507337.jpg","8.2","剧情;传记","英语;葡萄牙语;巴西手语","2003.0","104.0","最贫穷的哈佛女孩","e12770ae79021cf15fddb4fa7b37d463","Movie"
"独立日","http://movie.douban.com/subject/1293013/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p453518655.jpg","8.0","动作;科幻;冒险;灾难","英语","1996.0","145.0","天煞-地球反击战;ID4星际终结者;地球捍卫战","3d8562f20c14bee0cb89adacfb2c6d14","Movie"
"哈利·波特与死亡圣器(上)","http://movie.douban.com/subject/2051007/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p721429854.jpg","7.8","剧情;奇幻;冒险","英语","2010.0","146.0","哈利波特7：死神的圣物1(港;台);哈利·波特与死圣(上);哈7(上)","07f417faedca36ca324e0d7e5536a6bd","Movie"
"无间道3：终极无间","http://movie.douban.com/subject/1307694/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1599699269.jpg","7.7","剧情;动作;惊悚;犯罪","汉语普通话;粤语","2003.0","107.0","End Inferno","b94a3b39c5ab433cbffe814a7485efb9","Movie"
"时间旅行者的妻子","http://movie.douban.com/subject/1885124/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p480590433.jpg","7.7","剧情;爱情;悬疑;奇幻","英语","2009.0","107.0","时光旅的恋人(港);时空旅人之妻(台)","629b4f112921b1cdecd873eb16338e5a","Movie"
"我，机器人","http://movie.douban.com/subject/1308843/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p691069814.jpg","7.9","动作;科幻;悬疑;惊悚","英语","2004.0","115.0","智能叛变(港);机械公敌(台)","cd26d6e35162b336ced7dbe252ffecb2","Movie"
"共同警备区","http://movie.douban.com/subject/1306664/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1603485241.jpg","8.5","剧情;惊悚;战争","韩语;英语","2000.0","110.0","JSA安全地帶;共同警备区域JSA;联合防卫领域;Joint Security Area","2bc85fb9f4d122e9070b13929eee66d5","Movie"
"芙蓉镇","http://movie.douban.com/subject/1297880/","http://img4.douban.com/lpic/s2554949.jpg","8.9","剧情;爱情","汉语普通话","1986.0","164.0","Hibiscus Town","c993b4ab589e5d3924169eb6054664fc","Movie"
"杀手没有假期","http://movie.douban.com/subject/2044089/","http://img3.douban.com/lpic/s2877050.jpg","8.1","剧情;喜剧;犯罪","英语;德语","2008.0","107.0","在布鲁日","48729bdc1ca88d6f23007479baca34a1","Movie"
"春娇与志明","http://movie.douban.com/subject/6386345/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1372139719.jpg","7.4","剧情;喜剧;爱情","粤语;汉语普通话","2012.0","111.0","志明与春娇2;Love in The Buff","a8062924e35a09eb67c8e3100dde6d58","Movie"
"阿郎的故事","http://movie.douban.com/subject/1293315/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p763776246.jpg","8.4","剧情","粤语","1989.0","99.0","又见阿郎(台);All About Ah Long","ef627bf7eaaaced54cc312a2723463e4","Movie"
"结婚礼服","http://movie.douban.com/subject/4230918/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2163657305.jpg","8.5","剧情;家庭","韩语","2010.0","109.0","婚纱;Wedding Dress","d882a394e1b2ec456dcfe70917ead8c2","Movie"
"汉尼拔","http://movie.douban.com/subject/1301746/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p613321434.jpg","8.1","惊悚;犯罪","英语;意大利语;日语","2001.0","131.0","人魔;沉默的杀机;沉默的羔羊2;汉尼拔尔","556871cb8428eccd969b298581937521","Movie"
"天才瑞普利","http://movie.douban.com/subject/1295045/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1915065575.jpg","8.2","剧情;惊悚;犯罪","英语;意大利语","1999.0","139.0","天才雷普利;天才里普雷先生;美男心计","ec9131f306fa05f2c54f8ab11ceabfba","Movie"
"金色梦乡","http://movie.douban.com/subject/3660428/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p617769694.jpg","8.6","剧情;悬疑;惊悚","日语","2010.0","141.0","宅配男与披头四摇篮曲;宅配男金色摇篮曲;Golden Slumber","3c3ff25b19e168f9c2fd7dfe3d096da2","Movie"
"黑洞频率","http://movie.douban.com/subject/1294183/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p812857342.jpg","8.2","剧情;科幻;惊悚;家庭;犯罪","英语","2000.0","118.0","隔世救未来;生死频率","24b6eeff22745103350fee43281e6c87","Movie"
"火柴人","http://movie.douban.com/subject/1307542/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1757301336.jpg","8.1","剧情;喜剧;犯罪","英语","2003.0","116.0","种计;火柴男人;火柴棒男人","686d1cb778f78e870c9f52a80cbe12c0","Movie"
"机器管家","http://movie.douban.com/subject/1292529/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2195410751.jpg","8.5","剧情;爱情;科幻;奇幻","英语","1999.0","132.0","铁甲再生人(港);铁人浮生记;跨世纪机器人;变人;伙伴;二百年人","2a22154f0f72cdc198dec00fed9aef99","Movie"
"雪国列车","http://movie.douban.com/subject/3071441/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2173648321.jpg","7.2","剧情;动作;科幻;灾难","英语;韩语;日语;法语;捷克语","2014.0","125.0","末世列车(港);末日列车(台);最后的列车;Snowpiercer","e5a57006b2b613790a2306c6d84c9532","Movie"
"127小时","http://movie.douban.com/subject/4164444/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p839469694.jpg","8.1","剧情;惊悚;传记;冒险","英语","2010.0","94.0","","d97039b498f7ba1e854f8c1528d49f69","Movie"
"面纱","http://movie.douban.com/subject/1441238/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2238222372.jpg","8.1","剧情;爱情","英语;汉语普通话;法语","2006.0","125.0","爱在遥远的附近(港);猜心(台)","c164d7c3cae9eb2fb86ac6ee3c215811","Movie"
"鹿鼎记","http://movie.douban.com/subject/1297223/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2166580970.jpg","7.7","喜剧;动作;武侠;古装","粤语","1992.0","106.0","Royal Tramp","170eb9eb767614240a64eebb6901341a","Movie"
"沙漠之花","http://movie.douban.com/subject/3430271/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p860156043.jpg","8.7","剧情","英语;索马里语;法语","2009.0","120.0","Wüstenblume","4ed0b510daf53f2a7766345f03bbca57","Movie"
"天伦之旅","http://movie.douban.com/subject/3041749/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1217133544.jpg","8.7","剧情;家庭","英语","2009.0","99.0","幸福窝天伦;人人都很好;大家都很好","71be07e249954a1e28dbbb918db0098d","Movie"
"蓝白红三部曲之蓝","http://movie.douban.com/subject/1292048/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1978408096.jpg","8.5","剧情;爱情","法语;波兰语;罗马尼亚语","1993.0","98.0","Blue","0ad01f9f01330c1aed15fcf8f39e8afc","Movie"
"公民凯恩","http://movie.douban.com/subject/1292288/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2111252759.jpg","8.5","剧情;悬疑","英语","1941.0","119.0","大国民(港;台)","f15b743d0933f5c025f8916dc4cdb2b6","Movie"
"银河系漫游指南","http://movie.douban.com/subject/1292267/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1985335323.jpg","8.1","喜剧;科幻;冒险","英语","2005.0","109.0","星际大奇航;星际快闪党","8c71b79b32cd6678916779086d17ebaa","Movie"
"变形金刚2","http://movie.douban.com/subject/2146991/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1076838705.jpg","7.6","动作;科幻","英语;西班牙语;阿拉伯语","2009.0","150.0","变形金刚2：堕落者的复仇;变形金刚狂派再起(港);变形金刚2：复仇之战(台);变形金刚2：卷土重来;变形金刚2：狂派的反击","2a8fe03ee549ca2ce7264b99c662ea9d","Movie"
"杀死比尔2","http://movie.douban.com/subject/1291584/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910897532.jpg","7.7","动作;惊悚;犯罪","英语;汉语普通话;粤语;日语;西班牙语","2004.0","137.0","追杀比尔2：爱的大逃杀;标杀令2;杀死比尔：第二卷","b0d119336d90d35dccb86cecf5418d63","Movie"
"空房间","http://movie.douban.com/subject/1308833/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p462432458.jpg","8.0","剧情;爱情;犯罪","韩语","2004.0","88.0","感官乐园(港);空屋情人(台);空房子;空屋;3-Iron;Bin-jip","3b226406638adb5b7cfa1967ded000a5","Movie"
"疯狂的赛车","http://movie.douban.com/subject/2124703/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p767619568.jpg","7.8","喜剧;动作;冒险","汉语普通话;青岛话;闽南语;陕西话;武汉话;四川话","2009.0","100.0","银牌车手;Silver Medalist","03995d8c2811f4453c127b6ea0ffdc05","Movie"
"最好的时光","http://movie.douban.com/subject/1421809/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p478164460.jpg","7.5","剧情;爱情","汉语普通话;闽南语","2005.0","130.0","Three Times","d09ef39b454d13f86449906828ac753e","Movie"
"精灵旅社","http://movie.douban.com/subject/3269068/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2155072056.jpg","7.8","喜剧;动画;家庭;奇幻","英语","2013.0","91.0","尖叫旅社(台);鬼灵精怪大酒店(港);怪物旅社;怪物旅店;特兰西瓦尼亚酒店;怪物酒店;精灵旅店","b92ef29ea93bcab6e39d58f0217c13dc","Movie"
"大内密探零零发","http://movie.douban.com/subject/1329936/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1177125433.jpg","7.6","剧情;喜剧;动作;爱情","粤语","1996.0","89.0","鹿鼎大帝(台);Forbidden City Cop;Dai lap mat tam 008","baad1b4a4cc26d499eb1696fb0799c43","Movie"
"偷自行车的人","http://movie.douban.com/subject/1295873/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2211657978.jpg","8.9","剧情;犯罪","意大利语","1948.0","80.0","单车失窃记;单车窃贼;The Bicycle Thieves","d2dfad43df7413c2a8b89382ca247244","Movie"
