"name","url","cover","rate","category","language","showtime","length","othername","id","label"
"考死2：教学实习","http://movie.douban.com/subject/4707534/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p538866469.jpg","5.4","恐怖","韩语","2010.0","84.0","Death Bell 2","ca809ad3a89ef119a8e3e6350d638dfc","Movie"
"我的亲密敌人","http://movie.douban.com/subject/20507022/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2236913910.jpg","4.7","剧情;动作;犯罪","韩语","2015.0","110.0","我的至亲恶党;Intimate Enemies;My Intimate Enemies","74f3e6236ffe07e5cf3b5e4e3f8a53e3","Movie"
"绿鱼","http://movie.douban.com/subject/1308206/","http://img4.douban.com/lpic/s1408998.jpg","7.6","剧情","韩语","1997.0","111.0","","67ef9a4bea9ecad097638005780bec02","Movie"
"鬼铃","http://movie.douban.com/subject/1297773/","http://img3.douban.com/lpic/s1448531.jpg","6.7","剧情;科幻;悬疑;惊悚;恐怖","韩语","2002.0","104.0","Phone","3105288eb6352f3b32621c4b4e461069","Movie"
"R2B：回到基地","http://movie.douban.com/subject/5395262/","http://img3.douban.com/view/photo/photo/public/p1696507151.jpg","6.6","剧情;动作","韩语","2012.0","113.0","리턴투베이스","fd18a55d7818de470c0202bf433fa210","Movie"
"妻子结婚了","http://movie.douban.com/subject/3318473/","http://img3.douban.com/lpic/s3602865.jpg","6.2","喜剧;爱情","韩语","2008.0","119.0","我老婆要嫁人;My Wife Got Married","022183a220c9b90b8d6629f153e5b272","Movie"
"一对一","http://movie.douban.com/subject/25835479/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2184972693.jpg","5.7","惊悚;犯罪","韩语","2014.0","121.0","逐个捉(港);我是谁;One on One","71f0744cc0efa31e2ab1a18121ef24fa","Movie"
"处女心经","http://movie.douban.com/subject/1308101/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p606117883.jpg","6.9","爱情","韩语","2000.0","126.0","哦！秀贞;Virgin Stripped Bare by Her Bachelors;Oh! Soo-jung","bc91e6a5bc1a6ac803dfe2018f5a4240","Movie"
"顶楼大象","http://movie.douban.com/subject/3992380/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1107658161.jpg","4.6","剧情","韩语","2009.0","144.0","阁楼大象;顶楼的大象;寻找大象;Searching for the Elephant","d5ecb1c091b297031811509c48d29a4e","Movie"
"舞蹈皇后","http://movie.douban.com/subject/5985887/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2166639533.jpg","7.4","剧情;喜剧;家庭","韩语","2012.0","124.0","舞后;Dancing Queen","14302844ce362f300ad2828d92a3a6ae","Movie"
"间谍","http://movie.douban.com/subject/24855035/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2076969325.jpg","6.1","喜剧","韩语","2013.0","121.0","Undercover Operation","6da07c3bf0cbf3e08a9351b4ab67c413","Movie"
"妈妈","http://movie.douban.com/subject/6126453/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p971171696.jpg","7.5","剧情;家庭","韩语","2011.0","110.0","Mama","1c962bafcbce8280957e98415e1cf6e4","Movie"
"南方大作战","http://movie.douban.com/subject/10558411/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1840765170.jpg","7.4","剧情;喜剧","韩语","2013.0","121.0","Go South;South Bound","3f3b084a9303647754cbcccbb5fca957","Movie"
"医生","http://movie.douban.com/subject/19899626/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2013546880.jpg","4.2","惊悚","韩语","2012.0","97.0","Dak teol;Doctor","91e8e72ab443fa949c4938cb1d52144b","Movie"
"白色：诅咒的旋律","http://movie.douban.com/subject/6038071/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1688740057.jpg","6.0","恐怖","韩语","2011.0","100.0","The Melody of the Curse","3ad6a4f3534229f612fc47b738639f54","Movie"
"幸福出租车","http://movie.douban.com/subject/25769243/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2158555333.jpg","4.2","剧情;喜剧","韩语","2013.0","117.0","愿望出租车;希望计程车;美女们的意愿;Secret Travel;Wish Taxi","ea75af9b752e75ffff147d58297035f7","Movie"
"韩塞尔与葛雷特","http://movie.douban.com/subject/3001142/","http://img3.douban.com/lpic/s3325033.jpg","7.0","剧情;悬疑;恐怖;奇幻","韩语","2007.0","117.0","鬼怪密林;魔幻谜林;Hansel & Gretel","f941a6bcc2c4b8d1f05feb957beafcb7","Movie"
"抽象画中的越南少女","http://movie.douban.com/subject/2185187/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1247944191.jpg","5.9","恐怖","越南语;韩语","2007.0","95.0","The Legend Of A Portrait;越南女孩的肖像;真实的肖像画传说;古画咒怨","36e221246aec00e278741b0055b2d9fe","Movie"
"蓝盐","http://movie.douban.com/subject/4195568/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1283985864.jpg","6.0","剧情;犯罪","韩语","2011.0","120.0","青盐;绿盐;夜雾;Blue Salt;Hindsight","35ffda4cccd55ef7939e157cc87cb479","Movie"
"娘家母亲","http://movie.douban.com/subject/4902937/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p624762165.jpg","8.6","剧情","韩语","2010.0","107.0","亲情妈妈;亲情母亲;娘家;My Mom;A Long Visit","d1b8b00bfd28f32cf19d972d455b90d1","Movie"
"可疑的顾客们","http://movie.douban.com/subject/5366672/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1075585117.jpg","7.5","喜剧","韩语","2011.0","124.0","Suspicious Customers;奇怪的客人们;人生真美好","1f71580e3aaa10b0912b6549fff697ea","Movie"
"演员就是演员","http://movie.douban.com/subject/10531178/","http://img3.douban.com/view/photo/photo/public/p2121570664.jpg","6.0","剧情","韩语","2013.0","113.0","残酷舞台(台);Rough Play","26800522acfafd4ab7ccbc40320a3da8","Movie"
"10分钟","http://movie.douban.com/subject/25717826/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2191528733.jpg","7.2","剧情","韩语","2014.0","93.0","十分钟;实习男生存法则(台);10 Minutes","7ef066318e589da721828ebc442e2440","Movie"
"犯罪少年","http://movie.douban.com/subject/10594927/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1741178594.jpg","7.0","剧情;家庭","韩语","2012.0","107.0","少年犯;Juvenile Offender;Beom-Joe So-Nyeon","8e5f6f5275560dfc8ad13672fe33ab38","Movie"
"智齿","http://movie.douban.com/subject/1456415/","http://img4.douban.com/lpic/s1471366.jpg","6.2","剧情;爱情","韩语","2005.0","","Blossom Again","d8974b85e7295aef683f936940a3268a","Movie"
"六年之痒","http://movie.douban.com/subject/3077673/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p710910641.jpg","6.9","爱情","韩语","2008.0","103.0","恋爱6年;第六年恋爱中;Lovers of 6 Years","6f043ada2865e22655830a658fa36e17","Movie"
"罗密欧点","http://movie.douban.com/subject/1470328/","http://img3.douban.com/lpic/s1429832.jpg","6.8","剧情;动作;惊悚;恐怖;战争","韩语;英语","2004.0","107.0","R高地;与鬼作战;R-Point","dc06c0e636046684bf21d342c1723584","Movie"
"不是任何人女儿的海媛","http://movie.douban.com/subject/10535447/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1848869380.jpg","6.7","剧情;爱情","韩语;英语","2013.0","90.0","惠媛;Nobody’s Daughter Haewon","53a8869cf15df87e6fa7971bc5bc4fd8","Movie"
"朝鲜美女三剑客","http://movie.douban.com/subject/11601820/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2163988525.jpg","4.7","动作;古装","韩语","2014.0","107.0","刺客娇娃：赏金女猎人(台);The Huntresses","3ec8a7beee19074f86bc41836ad3c11d","Movie"
"基因危机：天才科学家的五日","http://movie.douban.com/subject/10833957/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2157770565.jpg","6.3","剧情;惊悚","韩语;日语","2014.0","120.0","天才科学家;무명인;Genome Hazard","977f5b4188a377421e57af0f994369b9","Movie"
"精彩的一天","http://movie.douban.com/subject/3319775/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p584881436.jpg","7.4","剧情;爱情","韩语","2008.0","123.0","My Dear Enemy;一日潇洒;爱情回水一日游;美好的一天","1e242178b54c3b606ee4e8d68839a0d2","Movie"
"拯救地球！","http://movie.douban.com/subject/1303252/","http://img3.douban.com/lpic/s1678640.jpg","7.6","剧情;喜剧;科幻;惊悚;奇幻","韩语","2003.0","118.0","Save the Green Planet","4cd1540840d2ddd29e74e480570ab13d","Movie"
"情侣们","http://movie.douban.com/subject/6041220/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1230185472.jpg","7.2","喜剧;爱情","韩语","2011.0","110.0","Couples","aa8e4a019ca49fd105df513bb409d7aa","Movie"
"八面玲珑的申小姐","http://movie.douban.com/subject/3033092/","http://img3.douban.com/lpic/s3017115.jpg","6.3","喜剧;爱情","韩语","2007.0","108.0","劈腿女王(台);Miss Gold Digger","a046037a213747d3d6cdb811bad2b775","Movie"
"强哲","http://movie.douban.com/subject/20445144/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2098913048.jpg","6.3","剧情","韩语","2013.0","108.0","Tough as Iron","84e030e5645622ba8beb103d28784786","Movie"
"夜之女王","http://movie.douban.com/subject/20427090/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2131797660.jpg","6.0","喜剧;爱情","韩语","2013.0","113.0","Queen Of The Night","7d830756fa19cb95b5f6ac4a08758cd0","Movie"
"我的老婆是大佬2","http://movie.douban.com/subject/1308050/","http://img4.douban.com/lpic/s3047448.jpg","6.1","喜剧;动作;犯罪","韩语","2003.0","","我的老婆是大佬2：归来的传说","07ad99dfb8b0254d785a9dabc854c132","Movie"
"灰姑娘","http://movie.douban.com/subject/1870801/","http://img3.douban.com/lpic/s1830275.jpg","6.2","剧情;悬疑;惊悚;恐怖","韩语","2006.0","","Cinderella","17e689007503aa4d761382364ac4311e","Movie"
"我的野蛮初恋","http://movie.douban.com/subject/1307289/","http://img3.douban.com/lpic/s1456475.jpg","6.4","剧情;喜剧;爱情","韩语","2003.0","108.0","我的初恋女友;疯狂初恋;Crazy First Love","bf799123c557d8850a24ecb7b88a2f12","Movie"
"我的哥哥","http://movie.douban.com/subject/1415573/","http://img4.douban.com/lpic/s1427416.jpg","7.7","剧情;家庭","韩语","2004.0","112.0","天使的印记;我的兄弟","f12ff9e6bef33ea52842637fb96e9701","Movie"
"美丽","http://movie.douban.com/subject/2978211/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2166629788.jpg","6.2","剧情","韩语","2008.0","","Beautiful","c70738105c6a552e0820b872b42bacf0","Movie"
"白色情人节","http://movie.douban.com/subject/1416061/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p974271312.jpg","6.7","爱情","韩语","1999.0","101.0","浪漫情人节;White Valentine","44eb89776e404d02cfaff2aafcaa25bd","Movie"
"盗亦有道","http://movie.douban.com/subject/4133251/","http://img3.douban.com/lpic/s8995443.jpg","6.6","剧情;动作","韩语","2012.0","107.0","洪吉童的后裔;神偷妙探三个半;The Righteous Thief","915095d78f2207900a7b194d4e81d2b9","Movie"
"高跟鞋","http://movie.douban.com/subject/21937449/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2181250584.jpg","6.5","剧情;动作","韩语","2014.0","125.0","Man on High Heels","b8a9a93699b86ef8537fd3eee9c73646","Movie"
"哥哥我爱你","http://movie.douban.com/subject/3060325/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p532706995.jpg","8.3","剧情","韩语","2005.0","","哥哥啊，你好;再见，哥哥;Little Brother;Hello Brother","a2b8d8c89b490c7b365f6d70b9e7a09a","Movie"
"传说中的故乡","http://movie.douban.com/subject/2229550/","http://img3.douban.com/lpic/s2673062.jpg","5.7","剧情;恐怖;历史","韩语","2007.0","95.0","传说的故乡;恶魔双胞胎;The Evil Twin","3ff868c50c018d9310d04ffacd5bfdc4","Movie"
"大庆典","http://movie.douban.com/subject/4323600/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p692177246.jpg","6.4","喜剧","韩语","2010.0","109.0","七性男女;节日;佳节;Festival;Foxy Festival","6a266b14fddc713051a863117d1251c7","Movie"
"菊花香","http://movie.douban.com/subject/1307840/","http://img3.douban.com/lpic/s1889143.jpg","7.3","剧情;爱情","韩语","2003.0","109.0","","de4f219df1c127f3b856a161c182e684","Movie"
"愉快的人生","http://movie.douban.com/subject/2274074/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p896323114.jpg","7.5","剧情;喜剧","韩语","2007.0","112.0","A Happy Life;快乐的人生","25d7393d6f840f15c3803298daba7f8f","Movie"
"变身小姐","http://movie.douban.com/subject/24878180/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2065159204.jpg","4.6","喜剧","韩语","2013.0","","Miss Change","533658c6b56ccc7f4cad75cbe50a76d1","Movie"
"提线木偶","http://movie.douban.com/subject/24709327/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1981123143.jpg","4.3","惊悚;恐怖","韩语","2013.0","85.0","A Puppet;Marionatte","b268ae07a8a4eeeb1c8ce7ec1e267b2e","Movie"
"花美男连锁恐怖事件","http://movie.douban.com/subject/2245683/","http://img3.douban.com/lpic/s2716912.jpg","6.2","剧情","韩语","2007.0","81.0","What's Going On With The Pretty Boy?;Attack on the Pin-up Boys","06ee344fee1b832e3c08b1e82e424725","Movie"
"哭泣的拳头","http://movie.douban.com/subject/1388170/","http://img3.douban.com/lpic/s1394491.jpg","7.5","剧情;运动","韩语","2005.0","134.0","Crying Fist","fc460bc83bdb6190fbbdb5a7bc3b27d9","Movie"
"突然有一天之D-day","http://movie.douban.com/subject/1951014/","http://img3.douban.com/lpic/s1968922.jpg","6.4","恐怖","韩语","2006.0","","一天突然之D-day;Roommates - 4 Horror Tales","aef7eb6489c8f00a2e73687c47ece698","Movie"
"11时","http://movie.douban.com/subject/10455649/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2156683615.jpg","6.2","惊悚","韩语","2013.0","99.0","00","61c290110c5a9a4814ab7d789ad47c2e","Movie"
"对不起，谢谢你","http://movie.douban.com/subject/6094945/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1077819405.jpg","7.7","剧情","韩语","2011.0","114.0","Sorry and Thank You","1f6a602c0a86e2aad9943014f03eaa58","Movie"
"逃学威凤","http://movie.douban.com/subject/1395455/","http://img3.douban.com/lpic/s1952511.jpg","6.6","喜剧;爱情;犯罪","韩语","2005.0","111.0","校园卧底;插班师姐;潜伏勤务;She's on Duty","2db9889b7cba61778e8c59d24dff9e92","Movie"
"梨泰院杀人事件","http://movie.douban.com/subject/3992384/","http://img4.douban.com/lpic/s3961798.jpg","6.5","悬疑;惊悚;犯罪","韩语","2009.0","100.0","Where the Truth Lies","5a695c22a38e8cb0f078dff33c3f44f7","Movie"
"家族荣誉4：家门的受难","http://movie.douban.com/subject/6126506/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1276836294.jpg","6.7","剧情;喜剧;犯罪","韩语","2011.0","103.0","Marrying the Mafia 4","7fa0a08f038e1f5f4a144ea4f4292889","Movie"
"举起金刚","http://movie.douban.com/subject/4091548/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1312584254.jpg","8.2","剧情;喜剧","韩语","2009.0","","美丽壮举(港);Bronze Medalist;Lifting King Kong","aa314a09b8482897b20160f066ff0cd0","Movie"
"鳄鱼藏尸日记","http://movie.douban.com/subject/1763628/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2197627595.jpg","7.5","剧情","韩语","1996.0","100.0","Crocodile","dfb74517d4d5dfe5974295972df36e90","Movie"
"娼","http://movie.douban.com/subject/1870804/","http://img3.douban.com/lpic/s1805281.jpg","7.2","剧情;情色","韩语","1997.0","106.0","Chang","9bc35b9ea54882f72217fae4dc4f3d03","Movie"
"畅销书","http://movie.douban.com/subject/4291261/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p479654327.jpg","6.3","悬疑","韩语","2010.0","117.0","诡书(港);Best Seller","615209ee5044fa37aad691e41ffee872","Movie"
"儿子","http://movie.douban.com/subject/2144501/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1472858681.jpg","8.1","剧情","韩语","2007.0","","My Son","c66e5468798eb63a92d556d8cc468c3d","Movie"
"第二次爱情","http://movie.douban.com/subject/2077776/","http://img4.douban.com/lpic/s2788109.jpg","7.1","剧情","英语;韩语","2007.0","104.0","不说永远;Never Forever","9f61e8983ee47a2b283d27f6fd3398c2","Movie"
"577计划","http://movie.douban.com/subject/11523500/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1650349475.jpg","7.4","剧情;喜剧;冒险","韩语","2012.0","99.0","Project 577","a22a3975542269bb94bf3b98e7edd1a1","Movie"
"诱惑韩语学校","http://movie.douban.com/subject/4073764/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2191183397.jpg","4.0","喜剧;爱情;情色","朝鲜语;日语","2012.0","130.0","Korean Language School","4b449fc97aa00006c5b66cbb6a02fc7e","Movie"
"夜与日","http://movie.douban.com/subject/2969891/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p606132961.jpg","7.7","剧情","韩语","2008.0","144.0","黑夜和白天;夜晚和白天;夜晚与白昼;Night and Day;Bam gua nat","6b04aa9c696c8e5bcd8aa5af060e85e1","Movie"
"温暖的告别","http://movie.douban.com/subject/20399271/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1956950297.jpg","7.3","剧情;音乐","韩语","2013.0","99.0","一路好Rock(港);我们的天国;温暖的再见;火热的问候;火热的告别;A Hot Goodbye;Rockin On Heaven's Door","01a248b55af4dce507ad754fe2f49588","Movie"
"秘密爱","http://movie.douban.com/subject/4300639/","http://img3.douban.com/lpic/s4187302.jpg","5.5","剧情","韩语","2010.0","111.0","Secret Love","1bff52ea0ba2129e36ca418c3310d813","Movie"
"青春漫画","http://movie.douban.com/subject/1757929/","http://img3.douban.com/lpic/s4571142.jpg","6.5","喜剧;爱情","韩语","2006.0","116.0","情迷憨猪男;Almost Love","3f48cee3a025089af1944a1c9e4bf349","Movie"
"人类灭亡报告书","http://movie.douban.com/subject/10439245/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2173863906.jpg","6.0","剧情;科幻","韩语","2012.0","113.0","Doomsday Book","95454d9f4a2576fd8c311d3228574d7a","Movie"
"解剖学教室","http://movie.douban.com/subject/2244593/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1395356855.jpg","5.9","惊悚;恐怖","韩语","2007.0","","解剖课;Cadaver","6782822515421da02d01ee2f53aed2e1","Movie"
"你是我的命运","http://movie.douban.com/subject/1433557/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2176563405.jpg","7.8","剧情;爱情","韩语","2005.0","121.0","你是我的阳光;You Are My Sunshine","569946c205b3cdbd79d00af9d0d7e1a5","Movie"
"两个坏小子","http://movie.douban.com/subject/1417910/","http://img3.douban.com/lpic/s1430275.jpg","7.1","喜剧;动作","韩语","2004.0","110.0","野蛮男孩;非常无赖;Two Guys","011bb988ad8d04ddacc16f7090639793","Movie"
"玛德琳","http://movie.douban.com/subject/1304081/","http://img3.douban.com/lpic/s1840705.jpg","7.1","爱情","韩语","2003.0","118.0","玛德琳蛋糕;玛德琳娜;奇特的恋爱","2a9a367b7d9e353a63144d5353249489","Movie"
"朝韩梦之队","http://movie.douban.com/subject/5501712/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1542135746.jpg","6.5","运动","韩语","2012.0","127.0","朝韩联队;南北梦之队;高丽雅;As One;Korea","8fb022cdbd63e0765410ebc751201d14","Movie"
"不眠之夜","http://movie.douban.com/subject/10590762/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1956948817.jpg","6.2","剧情","韩语","2013.0","65.0","婚姻夜语;无眠之夜;Sleepless Night","36b4e93a36c75f2c99c95bf282566d6f","Movie"
"IRIS电影版","http://movie.douban.com/subject/6386983/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1558472243.jpg","5.4","剧情;犯罪","韩语","2010.0","117.0","The Movie","f3308094ad334b39115604da98d427ae","Movie"
"无防备都市","http://movie.douban.com/subject/3072883/","http://img4.douban.com/lpic/s2991307.jpg","6.3","动作;犯罪","韩语","2008.0","112.0","Open City;不设防的都市;无防备城市","c02e219cd7a4bde071b807a99863b661","Movie"
"家族荣誉","http://movie.douban.com/subject/3598221/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1846175881.jpg","6.4","喜剧;爱情;犯罪","韩语","2002.0","113.0","黑道千金逼我嫁;家门荣誉;黑帮千金要结婚;Gamunui yeonggwang;Marrying the Mafia","a60919827b907e0c0911c4002db50028","Movie"
"猪堕井的那天","http://movie.douban.com/subject/1308027/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p606115055.jpg","7.4","剧情","韩语","1996.0","115.0","The Day a Pig Fell Into the Well","b82ffaab089404c9c0f7cb80dba6bf89","Movie"
"官能的法则","http://movie.douban.com/subject/24879821/","http://img3.douban.com/view/photo/photo/public/p2166843180.jpg","6.2","喜剧;爱情","韩语","2014.0","109.0","Venus Talk","6e1be3d90a17701d4ab88765be73db66","Movie"
"崭新的生活","http://movie.douban.com/subject/3212133/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p547686792.jpg","7.9","剧情","韩语","2009.0","92.0","等爱我的人(港);旅行者;旅客;迈向新的生命;A Brand New Life;Une vie toute neuve","b14acac2d5cbb20b6284f8d58e82c9e4","Movie"
"永无结局的故事","http://movie.douban.com/subject/6900093/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1375885260.jpg","6.7","喜剧;爱情","韩语","2012.0","114.0","Never Ending Story","730eff956cb093f04c7b59a0ba83c362","Movie"
"少女","http://movie.douban.com/subject/25733874/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p2154252837.jpg","5.5","爱情;恐怖","韩语","2013.0","110.0","Steel Cold Winter","6d2a49f99e67383816eb6fce1df9fbd3","Movie"
"超能力者","http://movie.douban.com/subject/4861404/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p675222002.jpg","5.7","科幻","韩语;韩国语","2010.0","114.0","Psychic;Haunters","9b2b522d7f1d49571e86e0f625885809","Movie"
"飞吧，爸爸","http://movie.douban.com/subject/1877596/","http://img4.douban.com/lpic/s1812626.jpg","6.8","剧情","韩语","2006.0","112.0","Fly Daddy Fly;Peullai Daedi","889fde9513a6b051bcf42acf05e5627b","Movie"
"淘气少女求爱记","http://movie.douban.com/subject/1308504/","http://img4.douban.com/lpic/s1915809.jpg","6.4","剧情;喜剧;爱情","韩语","2003.0","96.0","Oh! Happy Day","c25fc1c8b1ec0ba4e0c30c5bdd44fe51","Movie"
"90分钟","http://movie.douban.com/subject/10833654/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1695474038.jpg","4.8","惊悚","韩语","2012.0","90.0","90分钟谎情色;90分;90 Minutes","bca16a7db6fc27feb0bd5543a6132ad8","Movie"
"灵","http://movie.douban.com/subject/1433359/","http://img3.douban.com/lpic/s1447452.jpg","6.8","恐怖","韩语","2004.0","98.0","The Ghost;狰灵;鬼友","2e26471edfe14a4d2aea4253bc613c2e","Movie"
"火山高校","http://movie.douban.com/subject/1295703/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p742533398.jpg","5.9","动作;奇幻","韩语","2001.0","95.0","火山高中;Volcano High","1815dd76f51b9aec5240f7b7553d870e","Movie"
"爱的蹦极","http://movie.douban.com/subject/1306367/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1052614642.jpg","7.4","剧情;爱情;同性","韩语","2003.0","107.0","情约笨猪跳(港);Bungee Jumping of Their Own","34af3900fa67d3dfbd4170f53eaf5db1","Movie"
"回归","http://movie.douban.com/subject/2286165/","http://img3.douban.com/lpic/s2747414.jpg","6.9","","韩语","2007.0","113.0","一千个舌头;生人解剖;轮回;Wide Awake;Return","606c75318454249cb6593ec0a2dd0e38","Movie"
"落跑老爸","http://movie.douban.com/subject/10777781/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1896429234.jpg","6.6","喜剧;动作;惊悚","韩语","2013.0","127.0","Running Man","49638139eb23d3e0261543b8fbf16064","Movie"
"夏夏夏","http://movie.douban.com/subject/3789917/","http://img3.douban.com/lpic/s4370454.jpg","7.5","剧情;喜剧;爱情","韩语","2010.0","115.0","哈哈哈;爱情,说来可笑;HaHaHa","1e892fb84b463b87bbc9ba5423148ba3","Movie"
"陷阱","http://movie.douban.com/subject/2332153/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1887039635.jpg","6.0","惊悚","韩语","1997.0","100.0","套索;黑洞;洞;The Hole;The Trap;Olgami","f04478ca88198a0dabcf5e801dbaca68","Movie"
"S日记","http://movie.douban.com/subject/1308808/","http://img3.douban.com/lpic/s1966235.jpg","7.0","喜剧;爱情","韩语","2004.0","109.0","","ae7b2aa44af4575259dca843b61aa7a2","Movie"
"我的帕瓦罗蒂","http://movie.douban.com/subject/11594900/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1877584602.jpg","7.2","剧情;音乐;传记","韩语","2013.0","127.0","帕瓦罗蒂;帕帕罗蒂;My Pavarotti","0d9b018a97d0f5d2592f27b61d3415a7","Movie"
"记忆中的风琴","http://movie.douban.com/subject/1307895/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p638803434.jpg","7.9","剧情","韩语","1999.0","116.0","The Harmonium In My Memory;为你写日记","2910df3945554e92acf937013075e7e4","Movie"
"初恋大作战","http://movie.douban.com/subject/25785892/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p2161563543.jpg","5.0","喜剧;爱情","韩语","2014.0","99.0","7 Steps To Get On The Top;Marbling","f8367554d5aea7d018c7f567900f0c28","Movie"
"怪物","http://movie.douban.com/subject/21937446/","http://img4.douban.com/view/photo/photo/public/p2169227597.jpg","5.6","惊悚","韩语","2014.0","120.0","Monster","979ea21eae53d9b18aa097ceaa3d1001","Movie"
"丰山犬","http://movie.douban.com/subject/5326543/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1031579786.jpg","6.8","剧情","韩国语","2011.0","121.0","Poongsan","cad5e5f71d89a3d339f0e8ea5ceb132f","Movie"
"懂得又如何","http://movie.douban.com/subject/3176523/","http://img3.douban.com/lpic/s3723833.jpg","7.1","剧情","韩语","2009.0","126.0","电影节桃花劫(港);甚至不相识;你根本不懂;甚至不知道;似懂非懂;Like You Know It All","e151309090f7ac8650dd058e38864299","Movie"
"不明影像：绝对点击禁止","http://movie.douban.com/subject/6311983/","http://img4.douban.com/view/movie_poster_cover/lpst/public/p1070955816.jpg","6.0","恐怖","韩语","2012.0","93.0","鍵到鬼(台);不明影像;Don't Click","f9f3bb7a5aa5f46445ae98065618e591","Movie"
"礼物","http://movie.douban.com/subject/1300021/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p700723334.jpg","7.8","剧情;爱情","韩语","2001.0","113.0","逝爱;笑声的背后;A Gift;Last Present","8914f723d006145049a3b90548eff52f","Movie"
"完美广播","http://movie.douban.com/subject/5382911/","http://img3.douban.com/lpic/s7010732.jpg","6.5","喜剧;爱情","韩语","2012.0","120.0","Love On-Air","0ece1c124eb5d0fb179ef63a229a19ed","Movie"
"占卜师们","http://movie.douban.com/subject/6900095/","http://img3.douban.com/view/movie_poster_cover/lpst/public/p1758811720.jpg","5.6","喜剧;恐怖","韩语","2012.0","119.0","驱鬼特攻队(台);占卜师;Ghost Sweepers","612392e3d80f64884b9bed4040bf2ff4","Movie"
"浪漫刺客","http://movie.douban.com/subject/1493920/","http://img3.douban.com/lpic/s1504413.jpg","5.8","喜剧;动作;爱情;奇幻","韩语","2003.0","93.0","Romantic Assassin","886790f60206c956bf3a178c576378dc","Movie"
